name,singer,lyric
Mưa Xuân,Tân Nhàn,Mưa Xuân. Tân Nhàn. Bữa ấy mưa xuân phơi phới bay. Hoa xoan lớp lớp rụng vơi đầy. hội chèo làng đặng đi ngang ngõ. mẹ bảo thôn đoài hát tối nay. Lòng thấy giăng tơ một mối tình. em ngừng thoi lại giữa tay xinh. Hình như hai má em bừng đỏ. Có lẽ là em nghĩ tới anh. Thôn Đoài vào đám hát thâu đêm. em mải tìm anh chẳng thiết xem. Chắc hẳn đêm nay giường cửi lạnh. Thoi ngà nằm nhớ ngón tay em. Chờ mãi anh sang anh chẳng sang. Thế mà hôm nọ hát bên làng. Năm tao bảy tuyết anh hò hẹn. Để cả mùa xuân cũng lỡ làng. Bữa ấy mưa xuân phơi phới bay. Hoa xoan lớp lớp rụng vơi đầy. hội chèo làng đặng đi ngang ngõ. mẹ bảo thôn đoài hát tối nay. Lòng thấy giăng tơ một mối tình. em ngừng thoi lại giữa tay xinh. Hình như hai má em bừng đỏ. Có lẽ là em nghĩ tới anh. Thôn Đoài vào đám hát thâu đêm. em mải tìm anh chẳng thiết xem. Chắc hẳn đêm nay giường cửi lạnh. Thoi ngà nằm nhớ ngón tay em. Chờ mãi anh sang anh chẳng sang. Thế mà hôm nọ hát bên làng. Năm tao bảy tuyết anh hò hẹn. Để cả mùa xuân cũng lỡ làng. Chờ mãi anh sang anh chẳng sang
Mùa Xuân Cưới Em,"Trường Sơn, Giáng Tiên",Bài Hát: Mùa Xuân Cưới Em. Ca Sĩ: Giáng Tiên. Mùa xuân này. Anh sẽ cưới em. Bõ thời gian. Cách xa đợi chờ. Ðường sang nhà. Vang tiếng pháo vui. Theo kiệu hoa. Có đôi phụ rể. Còn trông đợi. Bạn bè dăm tên. Và ngoài ra. Đã xa biệt rồi. Đâu còn. Mùa xuân này. Anh sẽ cưới em. Lũ bạn xa. Chắc không kịp mời. Đường chim trời. Đây đó bốn phương. Đưa đầu non. Đứa bên vực suối. Nhờ mây trời. Rồi mình đưa tin. Rằng mùa xuân. Đã nên vợ chồng. Đôi mình!. Mùa thu còn đó. Mùa đông thì chưa sang. Tình dâng ngút ngàn. Anh lo gì thời gian!. Mùa thu sẽ đến. Mùa đông rồi qua mau. Ngày vui đến gần. Như nhắc trời vào xuân. Mùa xuân này. Ta sẽ có nhau. Trong ngày vui. áo em màu hồng. Màu hi vọng. Tô thắm áo anh. Màu tình yêu. Ngát trên đồng lúa. Màu huy hoàng. Dịu dàng quê hương. Vào đầu xuân. Chứa chan chuyện tình. Đôi mình. Mùa xuân này. Anh sẽ cưới em. Lũ bạn xa. Chắc không kịp mời. Đường chim trời. Đây đó bốn phương. Đưa đầu non. Đứa bên vực suối. Nhờ mây trời. Rồi mình đưa tin. Rằng mùa xuân. Đã nên vợ chồng. Đôi mình!. Mùa thu còn đó. Mùa đông thì chưa sang. Tình dâng ngút ngàn. Anh lo gì thời gian!. Mùa thu sẽ đến. Mùa đông rồi qua mau. Ngày vui đến gần. Như nhắc trời vào xuân. Mùa xuân này. Ta sẽ có nhau. Trong ngày vui. áo em màu hồng. Màu hi vọng. Tô thắm áo anh. Màu tình yêu. Ngát trên đồng lúa. Màu huy hoàng. Dịu dàng quê hương. Vào đầu xuân. Chứa chan chuyện tình. Đôi mình. Màu huy hoàng. Dịu dàng quê hương. Vào đầu xuân. Chứa chan chuyện tình. Đôi mình. Màu huy hoàng. Dịu dàng quê hương. Vào đầu xuân. Chứa chan chuyện tình. Đôi mình
Khúc Nhạc Ngày Xuân,"Trường Sơn, Kim Thư","n. Ca sĩ: Trường Sơn, Kim Thư. Năm mươi hai tuần. Đất trời lại sang xuân. Có nhau về đây. Cùng vui trong ngày sum.. vầy.... Phút yêu thương này. Gửi tình theo gió theo mây. Mang hương xuân khắp miền. Ru câu nhạc tình mê say. Năm mươi hai tuần. Những ngày dài bôn ba. Bước chân đường xa. Lợi danh duyên nợ chưa.. tròn.... Ước mong sum vầy. Tài lộc hạnh phúc duyên may. Bên nhau nâng chén mừng. Cùng hàn huyên phút giây bình.. yên.... Mùa xuân .... Hoa thắm đưa hương. Xin chúc muôn phương. Bao ước nguyện. Đẹp xuân sang. Cành mai. Khoe sắc hoa vàng. Trong nắng mơ màng. Mừng nàng xuân. Xuống thăm trần gian. Năm mươi hai tuần. Đất trời hoà câu ca. Lễ xuân đầu năm. Cầu mong an lành. Muôn nhà. Nắng xuân chan hoà. Đẹp tình duyên thắm. Đôi ta. Vui hương xuân thái hoà. Cùng trao nhau tiếng yêu. Đậm... đà....... Năm mươi hai tuần. Đất trời lại sang xuân. Có nhau về đây. Cùng vui trong ngày sum.. vầy.... Phút yêu thương này. Gửi tình theo gió theo mây. Mang hương xuân khắp miền. Ru câu nhạc tình mê say. Năm mươi hai tuần. Những ngày dài bôn ba. Bước chân đường xa. Lợi danh duyên nợ chưa.. tròn.... Ước mong sum vầy. Tài lộc hạnh phúc duyên may. Bên nhau nâng chén mừng. Cùng hàn huyên phút giây bình.. yên.... Mùa xuân .... Hoa thắm đưa hương. Xin chúc muôn phương. Bao ước nguyện. Đẹp xuân sang. Cành mai. Khoe sắc hoa vàng. Trong nắng mơ màng. Mừng nàng xuân. Xuống thăm trần gian. Năm mươi hai tuần. Đất trời hoà câu ca. Lễ xuân đầu năm. Cầu mong an lành. Muôn nhà. Nắng xuân chan hoà. Đẹp tình duyên thắm. Đôi ta. Vui hương xuân thái hoà. Cùng trao nhau tiếng yêu. Đậm... đà....... Nắng xuân chan hoà. Đẹp tình duyên thắm. Đôi ta. Vui hương xuân thái hoà. Cùng trao nhau ..... Tiếng yêu ... Đậm... đà......"
Liên Khúc Thì Thầm Mùa Xuân,"Phạm Trưởng, Akira Phan, Hồ Việt Trung, Lâm Chấn Khang","Bài Hát: LK Xuân 2014. Pham Truong,Akira Phan,Chau Gia Kiet,Ho Viet Trung. Từng chồi non xanh mơn man. Từng hạt mưa long lanh rơi. Mùa xuân. Và trong ánh nắng lấp lánh. Lời yêu thương yêu thương ai. Ngập ngừng. Mùa xuân đã đến bên em. Và mùa xuân đã đến bên anh. Thì thầm. Làn gió khẽ vuốt tóc em. Và làn gió nói cùng em. Nhớ thương. Và em đã biết nói. Tiếng yêu đầu tiên. Và em đã biết. Thương nhớ biết giận hờn. Mùa xuân đã đến. Bên em trao nụ hôn. Và mùa xuân đã. Trao cho em ánh mắt anh. Để rồi. đắm say. Ðể rồi. Ngất ngây. Và em đã biết nói. Tiếng yêu đầu tiên. Và em đã biết. Thương nhớ biết giận hờn. Mùa xuân đã đến. Bên em trao nụ hôn. Và mùa xuân đã. Trao cho em ánh mắt anh. Để rồi. đắm say. Ðể rồi. Ngất ngây. Này là cỏ non rất mềm. Này mùa xuân rất hiền. Này là hoa rất thơm. Này là giọt sương trĩu nặng. Hạt ngọc trên lá cỏ. Trên bông tầm xuân trước hiên nhà. Vì anh đã biết anh chiểu qua. Người anh vẫn thấy khi nằm mơ. Người vừa hiền khô dễ thương. Lại vừa đẹp xinh nhất vùng. Đến theo cùng hoa cỏ mùa xuân. Và mùa xuân biết em. Biết em. Đã mang một mối tình. Wow wo Biết em biết em. Thế nên cỏ hoa thật là dễ thương. Và mùa xuân biết em. Biết em. Đã mang một mối tình. Wow wo Biết em biết em. Thế nên cỏ hoa thật là dễ thương. Xuân đã đến bên em. Dáng xuân tuyệt vời. Xuân đã đến bên người. Xin người hãy cùng em vui xuân. Mang hạnh phúc cho đời. Hãy nhớ anh nha em. Mang xay đắm cho người. ôi từng nụ hôn yêu thương. Còn nhớ phút giây gặp gỡ. Mùa xuân muôn hoa sắc hồng. Chiều xuống gió xuân nồng cháy. Người cho môi em ngỡ ngàng. Người đến cho tình em chợt mơ. Muôn hoa thổn thức. Mang hạnh phúc tuyệt vời. Nhớ nhe em yêu. Mang say đắm cho đời. ôi từng nụ hôn yêu thương. Khi về đừng quên nhe em"
Thì Thầm Mùa Xuân,Phan Đinh Tùng,"Bài Hát: Thì Thầm Mùa Xuân. Ca Sĩ: Phan Đinh Tùng. Từng chồi non xanh mơn man. Từng hạt mưa long lanh rơi. Mùa xuân. Và trong ánh mắt lấp lánh. Lời yêu thương yêu thương ai. Ngập ngừng. Mùa xuân đã đến bên em. Và mùa xuân đã đến bên anh thì thầm. Làn gió khẽ vuốt tóc em. Và làn gió nói cùng em nhớ thương. Và em đã biết. Nói tiếng yêu đầu tiên. Và em đã biết. Thương nhớ biết giận hờn. Mùa xuân đã đến. Bên em trao nụ hôn. Và mùa xuân đã trao. Cho em ánh mắt anh. Để rồi, đắm say. Để rồi, ngất ngây. Từng chồi non xanh mơn man. Từng hạt mưa long lanh rơi. Mùa xuân. Và trong ánh mắt lấp lánh. Lời yêu thương yêu thương ai. Ngập ngừng. Mùa xuân đã đến bên em. Và mùa xuân đã đến bên anh thì thầm. Làn gió khẽ vuốt tóc em. Và làn gió nói cùng em nhớ thương. Và em đã biết. Nói tiếng yêu đầu tiên. Và em đã biết. Thương nhớ biết giận hờn. Mùa xuân đã đến. Bên em trao nụ hôn. Và mùa xuân đã trao. Cho em ánh mắt anh. Để rồi, đắm say. Để rồi, ngất ngây. Và em đã biết. Nói tiếng yêu đầu tiên. Và em đã biết. Thương nhớ biết giận hờn. Mùa xuân đã đến. Bên em trao nụ hôn. Và mùa xuân đã trao. Cho em ánh mắt anh. Để rồi, đắm say. Để rồi, ngất ngây"
Lắng Nghe Mùa Xuân Về,"Đạt G, DuUyen","Giọt mưa nào rơi thật êm. Trên phố phường. Mùi hương nào thơm thật thơm. Trong gió thoảng. Và em đợi anh, đợi anh. Như đã hẹn. Nghe trong mưa đêm mùa xuân. Lặng lẽ sang. Phải chăng mầm non mùa xuân. Đang hé nở. Phải chăng nụ hoa mùa xuân. Đang hé nở. Phải chăng ngày xuân đầu tiên. Đang gõ cửa. Khi anh trông em ung dung. Bên thềm nhà. Kìa tiếng chim rộn hót xa vời. Cánh hoa đào bỗng như cười. Báo tin mùa xuân về. Kìa bóng đêm mùa cũ đâu rồi. Với em chỉ thấy xanh ngời. Lá hoa của xuân tươi. Rồi em tới. Lời anh tỏ có vẻ nghe sến súa à. Nhưng đã mến. Thì nói gì em cũng thích mà. Em đứng gần hoa thì em thắng nà. Còn đứng gần nắng là anh nha. Một năm chỉ có một lần tết. Em làm anh nhớ em gần chết. Tết em thích gì?. Anh thì thích em. Thích luôn lì xì. Và muôn nhà ấm no. Phải chăng mầm non mùa xuân. Đang hé nở. Phải chăng nụ hoa mùa xuân. Đang hé nở. Phải chăng ngày xuân đầu tiên. Đang gõ cửa. Khi anh trông em ung dung. Bên thềm nhà. Và chúng ta lại đón giao thừa. Phút giây lặng lẽ mong chờ. Lắng nghe mùa xuân về. Để biết ta còn mãi trong đời. Phút mong chờ ấy tuyệt vời. Chứa chan niềm tin yêu. Kìa em tới. Và chúng ta lại đón giao thừa. Phút giây lặng lẽ mong chờ. Lắng nghe mùa xuân về. Để biết ta còn mãi trong đời. Phút mong chờ ấy tuyệt vời. Chứa chan niềm tin yêu. Kìa em tới. Và chúng ta lại đón giao thừa. Phút giây lặng lẽ mong chờ. Lắng nghe mùa xuân về. Để biết ta còn mãi trong đời. Phút mong chờ ấy tuyệt vời. Chứa chan niềm tin yêu. Kìa em tới, mùa xuân về"
Mùa Xuân Đến,Nam Cường, Đến. Ca sĩ: Nam Cường. Xuân yêu thương. Trên những lá hoa. Khắp mọi nơi. Hương xuân. Đang đến rộn ràng. Tiếng nô đùa trẻ thơ. Tiếng chim nào hoan ca. Kìa nồi bánh chưng xanh. Bếp lửa vui.. Xuân năm nay. Ta chúc cho nhau. Suốt một năm an khang. May mắn tiền tài. Những nỗi buồn đã qua. Ánh dương về quanh ta. Nào ta hãy hát lên. Khúc chào xuân.. Và mùa xuân sang vui tươi. Đem những nụ cười. Ánh nắng tuyệt vời. Còn mãi trong ta. Hãy yêu người hơn ta. Hãy mở lòng bao dung. Và ta sẽ đón xuân. Trong tình yêu.. Tình yêu đang đến quanh ta. Ánh sáng diệu kỳ. Chỉ có tình người. Đẹp mãi không phai. Hãy luôn cười thật tươi. Chúa xuân về hạnh phúc. Và ta sẽ đón xuân khắp mọi nơi. Xuân thắm tươi.. Xuân yêu thương. Trên những lá hoa. Khắp mọi nơi. Hương xuân. Đang đến rộn ràng. Tiếng nô đùa trẻ thơ. Tiếng chim nào hoan ca. Kìa nồi bánh chưng xanh. Bếp lửa vui.. Xuân năm nay. Ta chúc cho nhau. Suốt một năm an khang. May mắn tiền tài. Những nỗi buồn đã qua. Ánh dương về quanh ta. Nào ta hãy hát lên. Khúc chào xuân.. Và mùa xuân sang vui tươi. Đem những nụ cười. Ánh nắng tuyệt vời. Còn mãi trong ta. Hãy yêu người hơn ta. Hãy mở lòng bao dung. Và ta sẽ đón xuân. Trong tình yêu.. Tình yêu đang đến quanh ta. Ánh sáng diệu kỳ. Chỉ có tình người. Đẹp mãi không phai. Hãy luôn cười thật tươi. Chúa xuân về hạnh phúc. Và ta sẽ đón xuân khắp mọi nơi. Và mùa xuân sang vui tươi. Đem những nụ cười. Ánh nắng tuyệt vời. Còn mãi trong ta. Hãy yêu người hơn ta. Hãy mở lòng bao dung. Và ta sẽ đón xuân. Trong tình yêu.. Tình yêu đang đến quanh ta. Ánh sáng diệu kỳ. Chỉ có tình người. Đẹp mãi không phai. Hãy luôn cười thật tươi. Chúa xuân về hạnh phúc. Và ta sẽ đón xuân khắp mọi nơi. Xuân thắm tươi.. Và ta sẽ đón xuân khắp mọi nơi. Xuân thắm tươi.. Và ta sẽ đón xuân khắp mọi nơi. Xuân thắm tươi.
Mùa Xuân Chim Én Bay,Cao Luân Vũ,"Khi gió đồng ngát thơm. Rợp trời chim én lượn. Cây nẩy đầy chồi xanh. Mây trắng bay yên lành. Em chợt đến bên anh. Dịu dàng như cơn gió nhẹ. Mà lòng anh để ngỏ. Cho tình em mơn man. Em là cánh én mỏng chao. Xuống giữa đời anh. Cho lòng anh xao động. Thành mùa xuân ngọt ngào. Én về én lại xa. Mùa xuân không ở lại. Bên anh em gần mãi. Nên đời vẫn, đời vẫn xuân trào. Khi gió đồng ngát thơm. Rợp trời chim én lượn. Cây nẩy đầy chồi xanh. Mây trắng bay yên lành. Em chợt đến bên anh. Dịu dàng như cơn gió nhẹ. Mà lòng anh để ngỏ. Cho tình em mơn man. Em là cánh én mỏng chao. Xuống giữa đời anh. Cho lòng anh xao động. Thành mùa xuân ngọt ngào. Én về én lại xa. Mùa xuân không ở lại. Bên anh em gần mãi. Nên đời vẫn, đời vẫn xuân trào"
Hoa Cỏ Mùa Xuân,"Nam Cường, Việt My",Này là cỏ non rất mềm. Này là mùa xuân rất hiền. Này là hoa rất thơm. Này là giọt sương trĩu nặng. Hạt ngọc trên lá cỏ. Trên bông tầm xuân trước hiên nhà. Vì em đã biết anh chiều qua. Người em vẫn thấy khi nằm mơ. Người vừa hiền khô vừa dễ thương. Lại vừa đẹp trai nhất vùng. Đến theo cùng hoa cỏ của mùa xuân. Và mùa xuân biết em. Biết em đã mang một mối tình. u ơ u ơ... Biết em! Biết em…. Thế nên cỏ hoa thật là dễ thương. Này là cỏ non rất mềm. Này là mùa xuân rất hiền. Này là hoa rất thơm. Này là giọt sương trĩu nặng. Hạt ngọc trên lá cỏ. Trên bông tầm xuân trước hiên nhà. Vì em đã biết anh chiều qua. Người em vẫn thấy khi nằm mơ. Người vừa hiền khô vừa dễ thương. Lại vừa đẹp trai nhất vùng. Đến theo cùng hoa cỏ của mùa xuân. Và mùa xuân biết em. Biết em đã mang một mối tình. u ơ u ơ... Biết em! Biết em…. Thế nên cỏ hoa thật là dễ thương. Và mùa xuân biết em. Biết em. đã mang một mối tình. u ơ u ơ... Biết em! Biết em…. Thế nên cỏ hoa thật là dễ thương. Này là cỏ non rất mềm. Này là cỏ non rất mềm. Này là cỏ non rất mềm. Này là cỏ non rất mềm
Tuổi Mùa Xuân,Quỳnh Lê,Em thích mùa xuân. Được ngủ ở bên gốc mai. Trong nắng mùa xuân. Mình được một giấc mơ đẹp. Bầu trời trong lành. Một ngày chim ca ngoài ngõ. Nghe pháo giao thừa. Nổ giòn trong đêm đón xuân. Em thích được ba mẹ. Gọi là con chó con. Không thích người ta. Gọi là cô gái xuân thì. Vì thời gian làm nhạt phai. Bao hoa hồng thắm. Em muốn em được giữ hoài. Năm tháng tuổi thơ. Xuân năm nay em thấy xuân thật đẹp. Xuân năm nay áo mới bay nhiều quá. Xuân năm nay vui xuân bằng xe đạp. Em đi dạo phố phường. Ngày xuân đơn giản lắm. Em thích mùa xuân. Được ngồi kề bên bếp vui. Nghe những chuyện xưa. Mẹ kể đêm đón xuân về. Nguyện cầu xuân này. Mùa xuân luôn tươi đẹp mãi. Chinh chiến không còn. Trần gian mãi mãi còn xuân. Em thích mùa xuân. Được ngủ ở bên gốc mai. Trong nắng mùa xuân. Mình được một giấc mơ đẹp. Bầu trời trong lành. Một ngày chim ca ngoài ngõ. Nghe pháo giao thừa. Nổ giòn trong đêm đón xuân. Em thích được ba mẹ. Gọi là con chó con. Không thích người ta. Gọi là cô gái xuân thì. Vì thời gian làm nhạt phai. Bao hoa hồng thắm. Em muốn em được giữ hoài. Năm tháng tuổi thơ. Xuân năm nay em thấy xuân thật đẹp. Xuân năm nay áo mới bay nhiều quá. Xuân năm nay vui xuân bằng xe đạp. Em đi dạo phố phường. Ngày xuân đơn giản lắm. Em thích mùa xuân. Được ngồi kề bên bếp vui. Nghe những chuyện xưa. Mẹ kể đêm đón xuân về. Nguyện cầu xuân này. Mùa xuân luôn tươi đẹp mãi. Chinh chiến không còn. Trần gian mãi mãi còn xuân. Em thích được ba mẹ. Gọi là con chó con. Không thích người ta. Gọi là cô gái xuân thì. Vì thời gian làm nhạt phai. Bao hoa hồng thắm. Em muốn em được giữ hoài. Năm tháng tuổi thơ
Mùa Xuân Xôn Xao,"Khưu Huy Vũ, Dương Hồng Loan","Bài Hát: Mùa Xuân Xôn Xao. Ca Sĩ: Khưu Huy Vũ, Dương Hồng Loan. Ngày vào xuân chưa anh. Sao chim én bay đầy trời. Ngày vào xuân xôn xao. Hoa mai nở vàng nơi nơi. Ngày vào xuân xôn xao. ôi đất trời thay màu áo mới. Trên lối quê mở hội hoa vàng. Hội đình làng chiêng trống rền vang. Ngày vào xuân thênh thang. Xôn xao gửi nhau lời chào. Chào mùa xuân năm nay. Vui hơn những mùa xuân qua. Chào mừng em năm nay. Sẽ có người cau trầu hỏi cưới. đâu có ai ngõ lời yêu mình. Mà em bảo lễ cưới lễ sinh. Em ơi đừng lo. Dù anh chưa nói một lời. Anh đã yêu rồi, yêu em. Yêu em, yêu em, yêu nhất đời. Em ơi, lòng anh đâu giấu diếm gì. Thương em từ lâu lắm rồi. Anh không, anh không ngõ lời. Em đâu dám hé môi. Này người em yêu ơi. Năm nay cưới nhau được rồi. để cùng nhau rong chơi. Vui xuân vui tình đôi ta. Để mùa xuân sang năm. Hai đứa mình có thắng cu tí. Anh với em sẽ về bên nội. Về bên ngoại đón tết xuân sang. Ngày vào xuân chưa anh. Sao chim én bay đầy trời. Ngày vào xuân xôn xao. Hoa mai nở vàng nơi nơi. Ngày vào xuân xôn xao. ôi đất trời thay màu áo mới. Trên lối quê mở hội hoa vàng. Hội đình làng chiêng trống rền vang. Ngày vào xuân thênh thang. Xôn xao gửi nhau lời chào. Chào mùa xuân năm nay. Vui hơn những mùa xuân qua. Chào mừng em năm nay. Sẽ có người cau trầu hỏi cưới. đâu có ai ngõ lời yêu mình. Mà em bảo lễ cưới lễ sinh. Em ơi đừng lo. Dù anh chưa nói một lời. Anh đã yêu rồi, yêu em. Yêu em, yêu em, yêu nhất đời. Em ơi, lòng anh đâu giấu diếm gì. Thương em từ lâu lắm rồi. Anh không, anh không ngõ lời. Em đâu dám hé môi. Này người em yêu ơi. Năm nay cưới nhau được rồi. để cùng nhau rong chơi. Vui xuân vui tình đôi ta. Để mùa xuân sang năm. Hai đứa mình có thắng cu tí. Anh với em sẽ về bên nội. Về bên ngoại đón tết xuân sang. Để mùa xuân sang năm. Hai đứa mình có thắng cu tí. Anh với em sẽ về bên nội. Về bên ngoại đón tết xuân sang"
Mùa Xuân,NSƯT Thái Bảo,"Điều đó rồi xảy ra, em biết và em biết. Một mai anh chiến thắng trở về. Đôi vai gầy và đôi mắt sâu. Tóc đã điểm bạc, làn da nay rạm màu sương gió. Bởi chiến tranh bởi chiến tranh đâu phải trò đùa. Và từ đấy em nhận ra anh. Và từ đấy em nhận ra anh. Không phải trong thơ không phải trong mơ. Em choàng dậy chạy đến chạy đến rồi khóc. Anh người chiến sĩ. Và chiếc áo năm tháng dãi dầu. Anh người chiến sĩ. Và chiếc áo mưa nắng bạc màu. Đôi tay bâng khuâng nâng cành hoa tím. Và anh nói tặng em mùa xuân. Điều đó rồi xảy ra, em biết và em biết. Một mai anh chiến thắng trở về. Đôi vai gầy và đôi mắt sâu. Tóc đã điểm bạc, làn da nay rạm màu sương gió. Bởi chiến tranh bởi chiến tranh đâu phải trò đùa. Và từ đấy em nhận ra anh. Và từ đấy em nhận ra anh. Không phải trong thơ không phải trong mơ. Em choàng dậy chạy đến chạy đến rồi khóc. Anh người chiến sĩ. Và chiếc áo năm tháng dãi dầu. Anh người chiến sĩ. Và chiếc áo mưa nắng bạc màu. Đôi tay bâng khuâng nâng cành hoa tím. Và anh nói tặng em mùa xuân. Ôi ngày ấy sẽ đến. Ôi ngày ấy sẽ đến. Anh sẽ về sẽ về phải không anh. Anh sẽ về sẽ về phải không anh. Anh sẽ về sẽ về phải không anh. Anh sẽ về sẽ về phải không anh"
Quê Hương Mùa Xuân,"Thu Thủy, Minh Thư, Bảo Thy, Tiêu Châu Như Quỳnh",Bài Hát: Quê Hương Mùa Xuân. Ca Sĩ: Nhiều Nghệ Sĩ. Tết Tết Tết Tết đến rồi. Tết Tết Tết Tết đến rồi. Tết Tết Tết Tết đến rồi. Tết Tết Tết Tết đến rồi. Vui đón Xuân sang. Nghe vè năm mới năm me. Trông mau tới Tết dựng Nêu. Dựng Nêu ăn chè. Nghe gió heo may Xuân về. Trên khắp quê hương. Ong bướm vui đùa. Mai đào nở tươi trong nắng. Trên phố đông vui. Xuân về trên đất quê tôi. Em may áo mới. Mẹ cho mặc khi Xuân về. Chim én tung tăng bay đùa. Trong nắng Xuân tươi. Yêu quá quê nhà chan hòa. Mùa Xuân thái hòa. Kìa kìa đường quê. Đông vui đẹp quá. Áo mới muôn màu. Muôn sắc mùa Xuân. Cùng chúc nhau lời chúc Xuân. Sẽ một năm an khang mọi nhà. Tiếng chuông chùa. Ngân nga trầm ấm. Thoáng hương trầm. Hái lộc đầu năm. Này bánh chưng này mứt ngon. Xuân quê hương. Tình thương đậm đà. Năm mới xôn xao. Xuân về ta chúc cho nhau. Xin cho lúa tốt nặng bông. Nặng bông trên đồng. Cây trái năm nay. Vô mùa tươi tốt sum xuê. Mưa nắng ôn hòa. Muôn nhà chung mùa Xuân vui. Tết Tết Tết Tết đến rồi. Tết Tết Tết Tết đến rồi. Tết Tết Tết Tết đến rồi. Tết Tết Tết Tết đến rồi. Vui đón Xuân sang. Nghe vè năm mới năm me. Trông mau tới Tết dựng Nêu. Dựng Nêu ăn chè. Nghe gió heo may Xuân về. Trên khắp quê hương. Ong bướm vui đùa. Mai đào nở tươi trong nắng. Trên phố đông vui. Xuân về trên đất quê tôi. Em may áo mới. Mẹ cho mặc khi Xuân về. Chim én tung tăng bay đùa. Trong nắng Xuân tươi. Yêu quá quê nhà chan hòa. Mùa Xuân thái hòa. Kìa kìa đường quê. Đông vui đẹp quá. Áo mới muôn màu. Muôn sắc mùa Xuân. Cùng chúc nhau lời chúc Xuân. Sẽ một năm an khang mọi nhà. Tiếng chuông chùa. Ngân nga trầm ấm. Thoáng hương trầm. Hái lộc đầu năm. Này bánh chưng này mứt ngon. Xuân quê hương. Tình thương đậm đà. Kìa kìa đường quê. Đông vui đẹp quá. Áo mới muôn màu. Muôn sắc mùa Xuân. Cùng chúc nhau lời chúc Xuân. Sẽ một năm an khang mọi nhà. Tiếng chuông chùa. Ngân nga trầm ấm. Thoáng hương trầm. Hái lộc đầu năm. Này bánh chưng này mứt ngon. Xuân quê hương. Tình thương đậm đà. Năm mới xôn xao. Xuân về ta chúc cho nhau. Xin cho lúa tốt nặng bông. Nặng bông trên đồng. Cây trái năm nay. Vô mùa tươi tốt sum xuê. Mưa nắng ôn hòa. Muôn nhà chung mùa Xuân vui. Năm mới xôn xao. Xuân về ta chúc cho nhau. Xin cho lúa tốt nặng bông. Nặng bông trên đồng. Cây trái năm nay. Vô mùa tươi tốt sum xuê. Mưa nắng ôn hòa. Muôn nhà chung mùa Xuân vui. Cây trái năm nay. Vô mùa tươi tốt sum xuê. Mưa nắng ôn hòa. Muôn nhà chung mùa Xuân vui
